postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"5280","1166","3837","28.9","5617","4689","928","0","1109","57","0","119398","764,150","150"
"5290","2157","11206","18.2","10490","7705","2518","267","2040","116","1","","",""
"5291","1196","4119","26.2","7495","4956","2215","324","1081","114","1","115931","741,960","145.3"
"5301","101","372","26.1","546","422","124","0","97","4","0","26826","171,687","36.2"
"5302","156","450","32.0","786","554","232","0","144","12","0","25861","165,509","34.9"
"5303","21","102","18.6","272","73","13","186","19","1","1","9659","61,820","14.1"
"5304","116","412","27.2","518","447","72","0","112","4","0","22674","145,111","33"
"5306","12","33","","55","55","0","0","12","0","0","3524","22,556","4.8"
"5307","125","304","39.5","543","463","80","0","120","5","0","16472","105,420","22.2"
"5308","24","84","27.4","114","103","11","0","23","1","0","7872","50,380","10.9"
"5309","21","91","20.9","95","74","21","0","19","2","0","7715","49,379","10.7"
"5311","52","213","24.4","226","226","0","0","52","0","0","25725","164,640","37.4"
"5320","253","1096","21.4","1406","874","532","0","234","19","0","24203","154,896","33.7"
"5321","93","292","28.8","1521","340","98","1083","84","4","5","9926","63,524","13.8"
"5322","216","536","37.9","2281","867","167","1247","203","11","2","18581","118,921","25.8"
"5330","822","1614","46.7","4503","3000","1306","197","753","68","1","58998","377,586","82.2"
"5331","81","167","44.3","436","304","132","0","74","7","0","6772","43,340","9.4"
"5332","99","228","41.7","938","393","110","435","95","2","2","8789","56,249","12.2"
"5333","1259","2596","44.7","9864","4832","2168","2864","1160","86","13","101585","650,141","141.6"
"5340","297","664","39.8","3430","1166","450","1814","264","26","7","24422","156,299","35.6"
"5341","1424","3398","36.9","11957","5552","3020","3385","1254","154","16","109275","699,359","159.8"
"5342","234","499","39.5","4143","955","526","2663","197","33","4","21573","138,068","31.4"
"5343","910","2267","34.1","8275","3341","2843","2091","774","132","4","66307","424,366","97.1"
"5344","164","435","30.6","1105","642","464","0","133","31","0","24262","155,275","35.3"
"5345","730","1686","38.3","4419","2865","1126","428","646","82","2","45855","293,474","63.8"
"5346","63","164","34.1","380","255","125","0","56","7","0","5960","38,147","8.3"
"5350","117","178","56.7","841","419","421","0","101","16","0","8854","56,663","12.3"
"5351","1245","2339","50.0","5486","4403","1083","0","1170","75","0","72516","464,102","100.9"
"5352","1058","2347","40.5","9119","3509","2658","2952","951","103","4","81612","522,316","113.8"
"5353","757","2024","34.9","4694","2510","1045","1140","706","50","1","82186","525,989","114.7"
"5354","159","456","34.2","569","488","82","0","156","3","0","13231","84,681","18.4"
"5355","1554","3486","41.8","9148","5355","2780","1013","1457","95","2","116060","742,782","162"
"5356","157","461","32.1","697","584","112","0","148","9","0","18210","116,545","25.3"
"5357","159","556","26.1","2600","530","460","1610","145","12","2","12535","80,225","17.4"
"5360","228","437","49.7","1071","819","251","0","217","11","0","12842","82,186","17.9"
"5371","283","437","59.5","1787","1072","531","184","260","22","1","28262","180,877","39.5"
"5372","428","933","44.1","1875","1632","243","0","411","17","0","23723","151,829","33"
"5373","714","1622","42.7","2874","2360","514","0","692","22","0","50476","323,045","70.3"
"5374","268","759","33.3","1167","906","260","0","253","15","0","44398","284,147","61.7"
"5381","83","208","38.5","310","274","36","0","80","3","0","14347","91,822","19.9"
"5400","172","308","53.2","789","675","114","0","164","8","0","21580","138,113","29.9"
"5401","133","341","37.0","550","458","93","0","126","7","0","17082","109,323","23.8"
"5410","64","148","39.2","269","202","68","0","58","6","0","6873","43,985","9.5"
"5411","60","123","47.2","252","207","45","0","58","2","0","6796","43,493","9.4"
"5412","265","605","41.8","1070","841","229","0","253","12","0","23141","148,100","32.2"
"5413","168","444","36.3","740","595","145","0","161","7","0","27635","176,865","38.4"
"5414","23","78","29.5","80","80","0","0","23","0","0","6269","40,124","8.7"
"5415","37","149","23.5","167","139","27","0","35","2","0","8015","51,299","11.2"
"5416","46","113","38.1","200","169","31","0","43","3","0","6701","42,883","9.3"
"5417","281","822","32.2","1334","1063","271","0","265","16","0","40482","259,085","56.3"
"5418","24","75","32.0","94","94","0","0","24","0","0","4766","30,503","6.6"
"5419","38","118","31.4","168","157","10","0","37","1","0","11127","71,211","15.5"
"5420","18","42","","67","57","11","0","17","1","0","6712","42,954","9.3"
"5421","20","91","18.7","94","64","30","0","17","3","0","4149","26,553","5.8"
"5422","350","1069","31.3","6988","1146","208","5633","335","14","1","36220","231,810","50.5"
"5431","214","483","41.2","1172","747","425","0","199","15","0","27059","173,180","37.6"
"5432","52","68","76.5","179","179","0","0","52","0","0","5834","37,337","8.9"
"5433","352","725","47.9","1415","1343","72","0","347","5","0","23958","153,332","36.8"
"5434","83","438","18.5","394","283","111","0","81","2","0","11178","71,541","17.2"
"5440","28","96","19.8","260","70","190","0","19","9","0","14009","89,659","21.9"
"5451","166","407","37.8","772","538","234","0","154","12","0","7989","51,127","11.1"
"5452","90","196","37.8","664","278","385","0","74","16","0","8674","55,511","12"
"5453","936","2361","36.0","5178","3422","1757","0","850","86","0","81822","523,663","113.8"
"5454","61","194","29.4","306","253","54","0","57","4","0","13942","89,228","19.4"
"5455","9","23","","36","36","0","0","9","0","0","3092","19,789","4.3"
"5460","148","307","45.3","984","526","458","0","139","9","0","20586","131,749","28.6"
"5461","526","1140","43.2","2842","1669","770","403","493","32","1","51615","330,338","72"
"5462","113","222","48.6","509","416","93","0","108","5","0","8383","53,652","11.7"
"5464","90","307","27.4","480","349","131","0","84","6","0","24552","157,131","34.1"
"5470","24","78","30.8","86","86","0","0","24","0","0","4901","31,368","6.8"
"5471","10","36","","39","39","0","0","10","0","0","4140","26,496","5.7"
"5472","39","91","41.8","173","162","11","0","38","1","0","5355","34,275","7.4"
"5473","163","384","40.9","598","526","72","0","157","6","0","18601","119,049","25.9"
"5480","244","420","54.3","1133","812","320","0","228","16","0","18865","120,737","26.2"
"5481","135","344","36.3","631","470","162","0","125","10","0","16221","103,817","22.5"
"5482","115","287","38.3","595","435","159","0","110","5","0","16692","106,829","23.2"
"5483","72","189","37.0","298","257","41","0","70","2","0","9936","63,591","13.8"
"5485","132","282","45.0","562","490","72","0","127","5","0","12943","82,837","18"
"5490","41","93","41.9","204","161","43","0","39","2","0","6645","42,525","9.2"
"5491","403","951","39.2","2040","1419","621","0","373","30","0","41323","264,470","57.6"
"5493","24","52","44.2","2737","75","0","2661","23","0","1","1834","11,735","2.5"
"5495","179","465","36.8","801","694","107","0","171","8","0","13505","86,434","18.8"
"5501","1650","3143","47.9","8372","5903","2470","0","1506","144","0","181124","1,159,191","251.6"
"5502","328","632","49.2","1478","1128","349","0","311","17","0","38815","248,414","53.9"
"5510","29","60","46.7","110","95","15","0","28","1","0","3653","23,382","5.1"
"5520","118","323","35.6","458","410","48","0","115","3","0","20989","134,330","29.1"
"5521","38","90","41.1","155","140","15","0","37","1","0","4854","31,064","6.7"
"5522","512","1334","37.1","2100","1740","360","0","495","17","0","28315","181,214","39.4"
"5523","364","948","37.4","1620","1387","123","110","355","8","1","42147","269,741","58.6"
"5540","2742","7520","34.7","20519","9809","2433","8278","2613","126","3","173256","1,108,837","241.5"
"5550","165","491","29.3","2746","552","1177","1018","144","17","4","41857","267,883","58.4"
"5552","60","177","30.5","315","242","74","0","54","6","0","18432","117,966","25.6"
"5554","941","2454","35.9","4783","3494","1289","0","881","60","0","80018","512,116","111.5"
"5555","147","257","56.8","552","542","10","0","146","1","0","17070","109,246","23.7"
"5556","1105","2954","36.4","4429","3757","523","150","1076","28","1","60510","387,266","84.2"
"5558","1486","3419","42.1","5859","4989","720","150","1439","46","1","79243","507,154","110.4"
"5560","108","219","45.7","506","369","137","0","100","8","0","14754","94,426","20.5"
"5570","201","500","39.2","691","591","100","0","196","5","0","13985","89,507","19.4"
"5571","560","1607","34.3","1974","1782","192","0","551","9","0","45021","288,135","62.5"
"5572","40","72","54.2","161","149","12","0","39","1","0","6299","40,311","8.7"
"5573","578","1509","36.1","2475","1882","594","0","544","34","0","63248","404,788","87.9"
"5575","903","2250","39.2","3187","2840","346","0","881","22","0","65992","422,348","86"
"5576","270","648","40.6","1027","879","148","0","263","7","0","25045","160,290","32.7"
"5577","133","653","19.9","492","437","55","0","130","3","0","20211","129,350","26.4"
"5580","92","353","25.8","365","345","20","0","91","1","0","13301","85,129","18.7"
"5581","246","818","29.1","912","760","152","0","238","8","0","14401","92,167","20.3"
"5582","241","547","43.3","831","765","66","0","237","4","0","13185","84,386","18.6"
"5583","333","907","35.6","1213","1004","210","0","323","10","0","22480","143,870","29.3"
"5600","1479","2890","48.9","6462","5088","1374","0","1413","66","0","66750","427,197","90.4"
"5601","65","419","13.8","6262","225","75","5962","58","6","1","27832","178,127","38.8"
"5602","321","998","30.5","1521","1148","373","0","304","17","0","32476","207,849","43.8"
"5603","106","323","31.6","441","368","73","0","102","4","0","14623","93,586","19.7"
"5604","53","228","22.8","181","171","10","0","52","1","0","6496","41,576","8.8"
"5605","431","1028","40.4","1759","1456","303","0","415","16","0","34014","217,690","46"
"5606","1989","6575","28.4","9850","7107","2542","201","1866","122","1","149682","957,964","203"
"5607","919","2792","31.7","4261","3747","513","0","884","35","0","117224","750,233","158.2"
"5608","1816","6798","25.8","7704","6354","1350","0","1756","60","0","110858","709,490","154.5"
"5609","264","932","26.7","1202","1039","162","0","249","15","0","16193","103,636","22.5"
"5630","19","75","24.0","76","65","11","0","18","1","0","4621","29,572","6.2"
"5631","235","460","47.4","1533","944","373","216","218","16","1","27922","178,698","37.7"
"5632","36","105","33.3","169","156","13","0","35","1","0","10466","66,979","14.1"
"5633","41","162","24.1","207","167","40","0","39","2","0","14328","91,698","19.3"
"5640","235","571","38.4","1170","925","245","0","219","16","0","25590","163,778","34.6"
"5641","181","563","30.2","847","662","185","0","170","11","0","38400","245,760","51.8"
"5642","41","136","28.7","207","166","41","0","39","2","0","16979","108,666","22.9"
"5650","21","129","16.3","90","90","0","0","21","0","0","10706","68,517","14.4"
"5651","24","44","","132","81","50","0","20","4","0","3507","22,448","4.7"
"5652","125","368","28.5","1044","469","360","216","105","19","1","19576","125,286","26.4"
"5653","11","40","","48","48","0","0","11","0","0","3965","25,374","5.3"
"5654","53","151","33.1","229","178","51","0","50","3","0","12082","77,328","9.1"
"5661","25","75","26.7","177","89","88","0","20","5","0","5307","33,964","4"
"5670","106","323","29.4","632","443","189","0","95","11","0","13549","86,712","18.3"
"5671","34","178","16.9","165","115","50","0","30","4","0","8040","51,453","6.1"
"5680","544","1932","25.8","3000","2099","901","0","499","45","0","46553","297,937","35.2"
"5690","533","1972","25.1","3124","2079","1045","0","494","39","0","67193","430,037","50.9"
"5700","1851","5495","31.7","146850","6647","2143","138060","1744","105","2","127611","816,707","197"
"5710","559","911","58.5","2606","2117","489","0","533","26","0","23190","148,417","35.8"
"5720","10","257","1.9","104","16","89","0","5","5","0","18754","120,024","29.1"
"5722","20","668","2.5","192","85","107","0","17","3","0","10778","68,981","16.7"
"5723","31","1338","1.3","9645","100","545","9000","18","12","1","25472","163,021","40.1"
"5724","4","290","1.4","16","16","0","0","4","0","0","1928","12,338","3.1"
"5725","242","1741","11.7","1804","1324","480","0","203","39","0","49213","314,963","76.5"
"5730","16","82","13.4","88","35","54","0","11","5","0","4496","28,776","6.9"
"5731","20","327","2.8","372","46","326","0","9","11","0","15320","98,048","24.5"
"5732","70","134","47.8","311","206","106","0","64","6","0","7801","49,924","12"
"5733","16","159","5.0","172","25","147","0","8","8","0","5254","33,625","8.4"
"6000","384","1697","19.5","2467","934","1532","0","331","53","0","70287","449,838","103.8"
"6003","105","717","12.6","652","330","322","0","90","15","0","20665","132,255","30.5"
"6004","141","683","16.5","1176","353","823","0","113","28","0","27066","173,224","40"
"6005","115","670","11.2","1672","256","1416","0","75","40","0","37444","239,645","55.5"
"6006","677","3682","17.9","2821","2345","374","102","659","17","1","50072","320,461","74.1"
"6007","488","2744","16.6","2473","1535","938","0","456","32","0","42537","272,237","62.9"
"6008","1012","5100","18.8","4897","3495","1402","0","960","52","0","87173","557,905","129.4"
"6009","1333","5750","22.1","7120","5172","1444","504","1268","63","2","114352","731,851","170.1"
"6010","1570","6086","24.9","7925","5465","1125","1335","1513","53","4","105949","678,073","157.3"
"6011","661","3364","18.7","3067","2590","477","0","628","33","0","55938","358,002","83.1"
"6012","618","3058","19.5","2791","2361","429","0","597","21","0","50466","322,985","75"
"6014","1646","6719","24.0","7035","6252","783","0","1613","33","0","117303","750,738","174.2"
"6015","637","2283","27.2","2971","2713","259","0","620","17","0","46040","294,656","68.4"
"6016","714","3559","19.8","2789","2455","334","0","705","9","0","49968","319,796","73.9"
"6017","326","2063","9.1","4707","639","4069","0","187","139","0","137448","879,669","208"
"6018","3871","16644","23.0","14573","13122","1310","142","3820","50","1","242015","1,548,894","359.9"
"6019","1412","10549","13.2","5387","4694","536","156","1389","22","1","98692","631,631","146.6"
"6020","2631","8419","31.0","10181","9557","424","200","2611","19","1","139445","892,447","206.4"
"6021","1988","9014","21.1","9319","6797","2522","0","1899","89","0","186746","1,195,176","278.3"
"6022","777","2139","36.3","2396","2371","25","0","776","1","0","35268","225,713","52.2"
"6023","2063","5740","35.7","7219","7036","182","0","2049","14","0","102213","654,166","151.3"
"6024","2026","5532","36.5","6359","6155","204","0","2018","8","0","93386","597,667","138.3"
"6025","4333","12202","35.3","14821","14528","293","0","4313","20","0","206710","1,322,946","306.1"
"6026","3742","8577","43.4","12755","12285","284","186","3723","18","1","151469","969,403","224.3"
"6027","5861","16098","35.9","22069","19798","1897","375","5784","76","1","314904","2,015,387","466.5"
"6028","3343","8302","40.0","13428","12935","493","0","3319","24","0","149489","956,727","221.6"
"6029","272","1185","22.5","1049","965","84","0","267","5","0","16910","108,222","25.1"
"6030","5851","16088","36.1","20268","19104","1021","143","5808","42","1","259228","1,659,059","384.7"
"6031","2554","6951","36.4","10698","9609","889","200","2528","25","1","125323","802,069","186.8"
"6032","37","72","36.1","351","95","256","0","26","11","0","9521","60,935","14.1"
"6033","79","148","38.5","917","253","665","0","57","22","0","21002","134,411","31"
"6035","1655","4547","36.2","6428","5993","234","201","1644","10","1","71216","455,781","105.9"
"6036","1937","6986","27.6","7834","7390","445","0","1925","12","0","118926","761,125","177.1"
"6037","641","1413","45.1","2411","2356","55","0","637","4","0","25770","164,929","38.2"
"6038","1608","4185","38.3","5948","5603","345","0","1601","7","0","53752","344,011","80.1"
"6041","419","1107","37.1","1877","1398","337","142","411","7","1","29149","186,552","43.1"
"6042","25","86","29.1","84","84","0","0","25","0","0","2639","16,891","3.9"
"6043","57","452","12.6","187","187","0","0","57","0","0","260","1,662",".4"
"6044","285","1560","18.0","995","910","85","0","281","4","0","13508","86,454","20.7"
"6050","1127","5360","20.4","4881","4187","693","0","1092","35","0","91595","586,211","135.5"
"6051","656","4926","13.1","2262","1983","279","0","643","13","0","56084","358,935","83.1"
"6052","945","4461","20.8","3627","3186","441","0","930","15","0","67773","433,749","100.3"
"6053","1556","6516","22.8","6527","4840","1687","0","1488","68","0","132898","850,550","199"
"6054","2423","9204","25.7","9305","7509","1796","0","2369","54","0","162456","1,039,720","242.3"
"6055","3875","10262","36.9","18794","16206","2438","150","3783","91","1","221218","1,415,794","329.7"
"6056","5276","18094","28.3","20797","17160","3447","190","5125","150","1","356197","2,279,658","528.7"
"6057","2524","6980","35.8","8730","8003","727","0","2499","25","0","145738","932,722","212.6"
"6058","2085","5676","36.1","7663","6229","1234","199","2051","33","1","137920","882,687","202.7"
"6059","2383","10251","23.1","8507","8279","228","0","2368","15","0","154394","988,123","228.7"
"6060","1412","11261","12.4","5172","4638","392","142","1397","14","1","127212","814,155","188.3"
"6061","2546","18500","13.6","7557","7058","499","0","2525","21","0","207354","1,327,063","307.5"
"6062","3493","14386","23.9","12467","11255","1211","0","3441","52","0","236370","1,512,771","350"
"6063","1994","5112","38.9","6638","6513","126","0","1987","7","0","83622","535,180","123.8"
"6064","3527","11901","29.5","11096","10634","463","0","3506","21","0","172334","1,102,941","255.1"
"6065","10368","24672","41.0","44735","37080","7456","198","10116","251","1","624464","3,996,571","933.1"
"6066","2577","6702","38.3","8777","8543","234","0","2568","9","0","111401","712,966","164.9"
"6068","14","8","","112","42","70","0","11","3","0","260","1,666",".4"
"6069","6618","17148","38.3","28701","25618","1010","2073","6560","54","4","334022","2,137,742","496.7"
"6070","539","1434","37.2","1859","1785","74","0","534","5","0","27784","177,820","40.4"
"6071","505","1337","37.4","1893","1713","179","0","500","5","0","31244","199,962","45.4"
"6072","150","352","42.0","508","480","29","0","148","2","0","7633","48,854","11.1"
"6073","489","1328","35.2","2562","1650","481","430","468","20","1","36717","234,988","53.4"
"6074","186","404","45.3","681","643","38","0","183","3","0","11355","72,675","16.5"
"6076","3301","8822","36.5","12751","11104","1647","0","3216","85","0","204243","1,307,156","296.9"
"6081","713","1749","40.3","2755","2647","108","0","704","9","0","45773","292,950","66.5"
"6082","499","1312","37.5","1848","1729","119","0","492","7","0","32735","209,502","47.6"
"6083","684","1383","48.4","2695","2449","247","0","669","15","0","63524","406,555","92.2"
"6084","1511","3339","43.7","7242","5900","1342","0","1458","53","0","113127","724,015","167.5"
"6100","923","5754","15.3","3996","2921","1075","0","882","41","0","79051","505,927","117"
"6101","1320","7176","18.0","4856","4043","812","0","1291","29","0","106376","680,809","158"
"6102","794","5887","12.9","3450","2304","1146","0","762","32","0","87319","558,845","131.6"
"6103","650","3810","16.6","2320","1934","386","0","632","18","0","53387","341,678","79"
"6104","1392","6563","20.0","7092","4112","2840","140","1310","81","1","138311","885,187","204.9"
"6105","1394","6858","19.5","6282","4019","2264","0","1339","55","0","187311","1,198,793","281.6"
"6107","5128","18606","27.1","20012","16299","2641","1072","5035","92","1","321740","2,059,134","483.2"
"6108","3453","9150","37.5","10602","10171","431","0","3433","20","0","146363","936,723","219.5"
"6109","1811","4829","35.6","7536","5186","2350","0","1717","94","0","129164","826,652","189.9"
"6110","5951","17348","34.1","20983","19961","1022","0","5919","32","0","262949","1,682,876","394.2"
"6111","3271","10119","31.5","12263","10582","1680","0","3192","79","0","182893","1,170,516","266.3"
"6112","9136","26176","34.4","37327","33914","3413","0","9009","127","0","397184","2,541,978","597.2"
"6121","597","996","56.5","3030","2407","624","0","563","34","0","68842","440,589","103.2"
"6122","3261","8050","39.9","14874","13403","1271","200","3213","47","1","181197","1,159,661","272.6"
"6123","367","656","54.9","1641","1444","197","0","360","7","0","23266","148,900","35"
"6124","225","493","44.8","865","785","80","0","221","4","0","15508","99,253","22.1"
"6125","547","1220","42.2","2750","2046","703","0","515","32","0","67817","434,031","101.5"
"6126","46","124","36.3","186","176","10","0","45","1","0","8367","53,551","11.9"
"6147","1946","6191","31.3","5879","5506","173","200","1936","9","1","91928","588,341","137.8"
"6148","2459","7396","33.1","8454","7964","490","0","2445","14","0","112267","718,510","168.3"
"6149","2754","6876","39.9","9588","9330","258","0","2741","13","0","127267","814,508","190.8"
"6150","1684","4728","35.3","6431","5628","635","168","1667","16","1","87018","556,914","129.3"
"6151","1102","7268","14.7","4998","4053","706","239","1067","34","1","87157","557,807","129.5"
"6152","2262","10802","20.6","8704","7922","589","193","2230","31","1","145229","929,468","215.8"
"6153","1992","8283","23.4","8167","7279","764","125","1938","53","1","130115","832,739","193.3"
"6154","1300","4355","28.7","5616","4178","1438","0","1252","48","0","92001","588,808","136.5"
"6155","8291","17046","47.6","32714","26472","5593","649","8108","180","3","484913","3,103,446","734.7"
"6156","1708","7248","23.2","6458","5876","582","0","1680","28","0","105339","674,169","156.4"
"6157","1283","6759","18.8","4416","4127","288","0","1268","15","0","90027","576,174","134.1"
"6158","669","2761","23.7","2679","2351","328","0","655","14","0","41470","265,407","61.6"
"6159","198","1299","14.5","852","636","216","0","189","9","0","22791","145,864","34.1"
"6160","667","3593","17.8","2694","1937","757","0","641","26","0","61233","391,893","90.9"
"6161","5","449","0.7","673","9","64","600","3","1","1","0","0","0"
"6162","1286","4985","25.5","4188","3829","358","0","1269","17","0","69615","445,533","103.4"
"6163","6470","22604","27.6","28415","19546","7106","1764","6239","222","9","511674","3,274,712","768.1"
"6164","8685","22366","38.3","34607","30455","3251","901","8558","126","1","481533","3,081,813","725"
"6165","33","28","","1165","42","1124","0","11","22","0","47256","302,439","73"
"6166","1311","4254","29.8","6146","4906","1240","0","1269","42","0","120534","771,417","181.5"
"6167","3721","10880","33.7","14183","11745","1530","908","3663","53","5","259336","1,659,753","392.6"
"6168","3717","11388","32.0","12114","10289","1825","0","3642","75","0","229738","1,470,323","347"
"6169","5992","15031","39.7","19535","18506","516","513","5969","21","2","254192","1,626,826","377.8"
"6170","2087","5907","35.2","8077","7953","124","0","2082","5","0","79035","505,823","118.6"
"6171","5789","15078","38.1","22064","20743","1321","0","5740","49","0","278150","1,780,162","414.6"
"6172","2351","4900","47.4","8601","7677","784","140","2323","27","1","105477","675,055","156.9"
"6173","1841","4367","42.0","7142","6939","203","0","1834","7","0","93814","600,411","139.9"
"6174","615","2003","30.5","2451","2408","43","0","611","4","0","28246","180,774","42"
"6175","614","1583","38.5","2281","2219","63","0","609","5","0","29045","185,886","43.2"
"6176","277","678","40.0","1342","1238","104","0","271","6","0","19715","126,175","29.3"
"6180","1055","2489","42.0","4077","3740","140","197","1046","8","1","48224","308,633","71.9"
"6181","115","157","70.1","526","455","71","0","110","5","0","8986","57,511","13.3"
"6207","207","470","42.3","970","810","161","0","199","8","0","18939","121,208","27"
"6208","2669","6222","42.3","9132","8273","859","0","2634","35","0","148840","952,576","222.5"
"6209","364","936","38.6","1275","1238","37","0","361","3","0","30697","196,460","45.5"
"6210","13229","35769","36.6","43402","39418","3845","140","13081","147","1","615278","3,937,781","916.7"
"6211","1533","3927","38.8","5525","5291","234","0","1523","10","0","79471","508,616","118.3"
"6213","122","402","29.6","484","430","54","0","119","3","0","12451","79,686","17.7"
"6214","113","267","40.4","461","386","75","0","108","5","0","13600","87,042","20.2"
"6215","669","2023","32.4","2835","2383","452","0","655","14","0","73421","469,894","105.1"
"6218","95","192","46.4","366","292","74","0","89","6","0","10020","64,130","14.3"
"6220","684","2255","29.2","3489","2410","772","308","659","24","1","70320","450,049","100"
"6221","36","116","26.7","171","107","63","0","31","5","0","7431","47,555","10.8"
"6223","22","98","22.4","88","88","0","0","22","0","0","4799","30,714","7"
"6224","149","496","28.8","726","525","201","0","143","6","0","16760","107,265","24.5"
"6225","1316","4273","30.2","4769","4028","741","0","1289","27","0","141665","906,653","207.4"
"6226","160","298","53.7","679","679","0","0","160","0","0","10697","68,462","15.6"
"6227","135","326","41.1","486","474","12","0","134","1","0","9281","59,397","13.5"
"6228","21","73","27.4","102","71","31","0","20","1","0","5121","32,776","7.5"
"6229","28","130","8.5","479","46","432","0","11","17","0","24337","155,757","36.6"
"6230","5009","19239","25.3","19299","15770","3529","0","4874","135","0","417184","2,669,976","612.1"
"6232","1710","4780","35.5","5888","5435","223","230","1698","11","1","83852","536,651","122.7"
"6233","2898","8254","34.9","10562","9932","630","0","2880","18","0","162339","1,038,968","237.6"
"6236","357","876","40.1","1416","1256","160","0","351","6","0","43811","280,392","64.3"
"6237","452","980","44.9","1699","1475","223","0","440","12","0","41475","265,442","60.5"
"6239","783","2048","36.4","3032","2309","723","0","746","37","0","63678","407,541","93.1"
"6240","45","64","65.6","195","144","51","0","42","3","0","5069","32,439","7.4"
"6243","4","33","","16","16","0","0","4","0","0","2571","16,456","3.4"
"6244","174","841","19.9","683","581","102","0","167","7","0","42542","272,272","56.4"
"6251","68","212","26.9","510","219","292","0","57","11","0","9287","59,437","13.6"
"6252","13","89","12.4","48","26","22","0","11","2","0","2505","16,030","3.7"
"6253","135","421","31.1","448","373","75","0","131","4","0","12660","81,025","16.8"
"6254","66","259","25.1","249","228","21","0","65","1","0","5725","36,639","7.7"
"6255","560","2095","26.2","2014","1854","161","0","549","11","0","65180","417,151","86.4"
"6256","26","185","13.0","115","79","36","0","24","2","0","11029","70,584","14.6"
"6258","617","3102","18.2","3079","1803","1276","0","565","52","0","116525","745,760","155"
"6260","153","762","17.6","989","458","531","0","134","19","0","32969","211,000","43.7"
"6262","102","641","14.7","526","301","225","0","94","8","0","19455","124,514","25.8"
"6271","608","1656","36.1","2162","1861","301","0","597","11","0","44486","284,711","63.5"
"6275","249","859","27.9","918","756","162","0","240","9","0","31249","199,995","44.5"
"6280","4109","14611","27.1","16461","12614","3705","142","3962","146","1","56518","361,718","80.4"
"6281","1069","4919","21.2","4495","3823","672","0","1043","26","0","97315","622,817","142.8"
"6282","332","1056","29.9","1386","1070","316","0","316","16","0","25271","161,731","37"
"6284","259","1254","19.6","1356","950","406","0","246","13","0","32542","208,267","46.4"
"6285","971","4776","19.4","4350","3294","906","150","926","44","1","102300","654,719","145.9"
"6286","107","360","27.5","622","318","155","149","99","7","1","17215","110,174","23.7"
"6288","72","299","21.1","423","221","202","0","63","9","0","13544","86,684","18.7"
"6290","246","1474","16.5","823","769","55","0","243","3","0","29669","189,881","41"
"6302","673","1918","34.6","2675","2353","322","0","663","10","0","79597","509,418","115.6"
"6304","359","889","39.8","1192","1086","106","0","354","5","0","48577","310,894","70.4"
"6306","153","502","28.9","743","551","193","0","145","8","0","38437","245,996","54.6"
"6308","223","792","27.3","935","828","107","0","216","7","0","48791","312,265","69.3"
"6309","55","137","37.2","236","191","44","0","51","4","0","10207","65,324","14.5"
"6311","92","267","33.3","361","310","51","0","89","3","0","19089","122,173","26.8"
"6312","496","2179","21.3","2259","1628","631","0","465","31","0","77634","496,855","109.2"
"6313","39","153","24.8","151","140","10","0","38","1","0","9789","62,650","13.7"
"6315","289","1006","28.1","1116","963","153","0","283","6","0","56406","360,996","79.2"
"6316","59","176","33.0","206","191","15","0","58","1","0","13713","87,766","19.2"
"6317","384","1795","20.4","1644","1279","366","0","367","17","0","73280","468,991","103.3"
"6318","46","236","18.6","170","148","22","0","44","2","0","15758","100,850","22.1"
"6320","41","260","15.0","169","139","30","0","39","2","0","21433","137,172","30.1"
"6321","36","222","14.9","176","125","50","0","33","3","0","19951","127,688","28"
"6322","29","128","20.3","139","82","57","0","26","3","0","8290","53,059","10.5"
"6323","118","532","22.0","412","390","22","0","117","1","0","21109","135,099","26.6"
"6324","352","1634","20.4","1607","1187","421","0","333","19","0","71405","456,994","90.1"
"6326","57","211","26.5","192","179","13","0","56","1","0","16778","107,380","21.2"
"6327","30","120","25.0","104","104","0","0","30","0","0","7221","46,216","9.1"
"6328","36","241","14.5","138","118","20","0","35","1","0","19436","124,391","24.5"
"6330","2921","17414","16.4","10819","8772","1846","200","2848","72","1","424157","2,714,606","537.3"
"6333","744","3421","21.2","2882","2312","570","0","724","20","0","91065","582,814","115"
"6335","84","384","20.1","420","292","128","0","77","7","0","22022","140,941","31"
"6336","39","200","19.0","164","149","15","0","38","1","0","18574","118,873","26.1"
"6337","30","292","9.2","159","102","57","0","27","3","0","23489","150,329","33"
"6338","76","597","11.7","373","260","113","0","70","6","0","30649","196,155","38.7"
"6341","18","162","9.9","95","62","33","0","16","2","0","2884","18,459","4.1"
"6343","14","122","10.7","56","46","10","0","13","1","0","1583","10,130","2.2"
"6346","39","386","9.3","273","143","131","0","36","3","0","33628","215,220","45.8"
"6348","84","722","11.2","370","237","132","0","81","3","0","18134","116,057","24.8"
"6350","47","190","23.7","175","149","26","0","45","2","0","9118","58,356","12.8"
"6352","19","107","15.0","160","67","93","0","16","3","0","8443","54,032","11.8"
"6353","74","432","16.2","359","301","58","0","70","4","0","21631","138,438","30.3"
"6356","15","74","17.6","87","58","29","0","13","2","0","9624","61,592","13.2"
"6359","50","181","21.5","379","165","215","0","39","11","0","19565","125,216","27.5"
"6361","9","65","12.3","40","27","13","0","8","1","0","5738","36,722","8"
